"Time","Hero","X Pos.","Y Pos.","Type","Visible to"
"24.45","Lone Druid","75","159","normal","Dire only"
"24.45","Enigma","91","163","normal","Dire only"
"24.45","Ember Spirit","176","131","normal","Dire only"
"24.50","Dazzle","152","153","normal","Dire only"
"24.50","Lone Druid","79","154","normal","Dire only"
"24.50","Enigma","85","164","normal","Dire only"
"24.55","Dazzle","157","148","normal","Dire only"
"24.55","Lone Druid","73","160","normal","Dire only"
"24.55","Enigma","73","161","normal","Dire only"
"24.60","Dazzle","162","142","normal","Dire only"
"24.60","Lone Druid","70","158","normal","Dire only"
"24.60","Natures Prophet","122","159","dead","Dire only"
"24.60","Enigma","73","162","normal","Dire only"
"24.60","Ember Spirit","178","117","normal","Dire only"
"24.65","Lone Druid","71","161","normal","Dire only"
"24.65","Natures Prophet","122","159","dead","Dire only"
"24.65","Enigma","76","158","normal","Dire only"
"24.70","Lone Druid","76","154","normal","Dire only"
"24.70","Natures Prophet","122","159","dead","Dire only"
"24.70","Enigma","76","152","normal","Dire only"
"24.75","Dazzle","160","153","normal","Dire only"
"24.75","Lone Druid","80","153","normal","Dire only"
"24.75","Natures Prophet","122","159","dead","Dire only"
"24.75","Enigma","75","145","normal","Dire only"
"24.80","Dazzle","160","158","normal","Dire only"
"24.80","Natures Prophet","122","159","dead","Dire only"
"24.85","Dazzle","160","158","normal","Dire only"
"24.85","Lone Druid","80","143","normal","Dire only"
"24.85","Natures Prophet","122","159","dead","Dire only"
"24.85","Enigma","76","144","normal","Dire only"
"24.90","Dazzle","158","157","normal","Dire only"
"24.90","Lone Druid","80","152","normal","Dire only"
"24.90","Natures Prophet","122","159","dead","Dire only"
"24.90","Enigma","79","151","normal","Dire only"
"24.90","Ember Spirit","178","108","normal","Dire only"
"24.95","Dazzle","157","156","normal","Dire only"
"24.95","Lone Druid","81","162","normal","Dire only"
"24.95","Natures Prophet","122","159","dead","Dire only"
"24.95","Enigma","85","156","normal","Dire only"
"24.95","Ember Spirit","178","119","normal","Dire only"
"25.00","Lone Druid","85","169","normal","Dire only"
"25.00","Natures Prophet","122","159","dead","Dire only"
"25.00","Enigma","88","163","normal","Dire only"
"25.00","Ember Spirit","178","128","normal","Dire only"
"25.05","Lone Druid","94","171","normal","Dire only"
"25.05","Natures Prophet","122","159","dead","Dire only"
"25.05","Enigma","95","160","normal","Dire only"
"25.05","Ember Spirit","171","131","normal","Dire only"
"25.10","Lone Druid","103","169","normal","Dire only"
"25.10","Natures Prophet","122","159","dead","Dire only"
"25.10","Enigma","98","162","normal","Dire only"
"25.10","Ember Spirit","161","131","normal","Dire only"
"25.15","Lone Druid","111","165","normal","Dire only"
"25.15","Natures Prophet","122","159","dead","Dire only"
"25.15","Enigma","112","165","normal","Dire only"
"25.20","Lone Druid","119","161","normal","Dire only"
"25.20","Natures Prophet","122","159","dead","Dire only"
"25.20","Enigma","120","164","normal","Dire only"
"25.20","Ember Spirit","155","142","normal","Dire only"
"25.25","Lone Druid","125","156","normal","Dire only"
"25.25","Natures Prophet","122","159","dead","Dire only"
"25.25","Enigma","127","162","normal","Dire only"
"25.30","Lone Druid","133","154","normal","Dire only"
"25.30","Natures Prophet","122","159","dead","Dire only"
"25.30","Enigma","132","162","normal","Dire only"
"25.30","Ember Spirit","156","152","normal","Dire only"
"25.35","Dazzle","156","145","normal","Dire only"
"25.35","Lone Druid","136","153","normal","Dire only"
"25.35","Natures Prophet","122","159","dead","Dire only"
"25.35","Enigma","140","160","normal","Dire only"
"25.35","Ember Spirit","153","150","normal","Dire only"
"25.40","Lone Druid","137","155","normal","Dire only"
"25.40","Natures Prophet","181","177","normal","Dire only"
"25.40","Enigma","146","156","normal","Dire only"
"25.40","Ember Spirit","147","144","normal","Dire only"
"25.45","Lone Druid","144","158","normal","Dire only"
"25.45","Natures Prophet","181","177","normal","Dire only"
"25.45","Enigma","149","149","normal","Dire only"
"25.45","Ember Spirit","145","141","normal","Dire only"
"25.50","Lone Druid","143","151","normal","Dire only"
"25.50","Natures Prophet","180","176","normal","Dire only"
"25.50","Enigma","149","146","normal","Dire only"
"25.50","Ember Spirit","144","140","normal","Dire only"
"25.55","Lone Druid","140","143","normal","Dire only"
"25.55","Natures Prophet","180","176","normal","Dire only"
"25.55","Enigma","145","141","normal","Dire only"
"25.60","Natures Prophet","161","116","normal","Dire only"
"25.60","Enigma","141","138","normal","Dire only"
"25.60","Ember Spirit","135","133","normal","Dire only"
"25.65","Dazzle","161","115","normal","Dire only"
"25.65","Lone Druid","130","129","normal","Dire only"
"25.65","Natures Prophet","162","115","normal","Dire only"
"25.65","Enigma","135","133","normal","Dire only"
"25.65","Ember Spirit","127","132","normal","Dire only"
"25.70","Dazzle","161","115","normal","Dire only"
"25.70","Natures Prophet","162","115","normal","Dire only"
"25.70","Enigma","128","128","normal","Dire only"
"25.75","Dazzle","155","117","normal","Dire only"
"25.75","Natures Prophet","162","115","normal","Dire only"
"25.80","Dazzle","148","117","normal","Dire only"
"25.80","Natures Prophet","160","115","normal","Dire only"
"25.83","Dazzle","144","120","on hero kill","Dire only"
"25.85","Dazzle","142","121","normal","Dire only"
"25.85","Enigma","119","124","normal","Dire only"
"25.85","Ember Spirit","123","127","normal","Dire only"
"25.90","Dazzle","136","124","normal","Dire only"
"26.10","Ember Spirit","130","114","normal","Dire only"
"26.15","Dazzle","121","123","dead","Dire only"
"26.15","Enigma","120","124","dead","Dire only"
"26.15","Ember Spirit","130","114","normal","Dire only"
"26.20","Ember Spirit","179","177","normal","Dire only"
"26.25","Ember Spirit","179","176","on hero kill","Dire only"
"26.25","Ember Spirit","179","175","normal","Dire only"
"26.30","Ember Spirit","179","175","normal","Dire only"
"26.33","Lone Druid","126","126","dead","Dire only"
"26.33","Ember Spirit","129","116","on hero kill","Dire only"
"26.35","Ember Spirit","133","114","normal","Dire only"
"26.40","Ember Spirit","141","109","normal","Dire only"
"26.45","Ember Spirit","150","109","normal","Dire only"
"26.50","Ember Spirit","154","116","normal","Dire only"
"26.55","Ember Spirit","164","119","normal","Dire only"
"26.65","Ember Spirit","175","129","normal","Dire only"
"26.70","Ember Spirit","175","139","normal","Dire only"
"26.75","Dazzle","121","123","dead","Dire only"
"26.75","Lone Druid","126","126","dead","Dire only"
"26.75","Enigma","177","170","normal","Dire only"
"26.75","Ember Spirit","174","148","normal","Dire only"
"26.80","Dazzle","178","172","normal","Dire only"
"26.80","Lone Druid","126","126","dead","Dire only"
"26.80","Enigma","173","164","normal","Dire only"
"26.80","Ember Spirit","170","156","normal","Dire only"
"26.85","Dazzle","174","165","normal","Dire only"
"26.85","Enigma","166","158","normal","Dire only"
"26.85","Ember Spirit","161","155","normal","Dire only"
"26.90","Dazzle","167","160","normal","Dire only"
"26.90","Natures Prophet","115","118","dead","Dire only"
"26.90","Enigma","165","158","normal","Dire only"
"26.90","Ember Spirit","161","155","normal","Dire only"
"26.95","Dazzle","164","160","normal","Dire only"
"26.95","Natures Prophet","115","118","dead","Dire only"
"26.95","Enigma","160","155","normal","Dire only"
"26.95","Ember Spirit","159","155","normal","Dire only"
"27.00","Dazzle","159","157","normal","Dire only"
"27.00","Natures Prophet","115","118","dead","Dire only"
"27.05","Dazzle","159","156","normal","Dire only"
"27.05","Lone Druid","126","126","dead","Dire only"
"27.05","Natures Prophet","115","118","dead","Dire only"
"27.05","Enigma","162","153","normal","Dire only"
"27.10","Dazzle","158","155","normal","Dire only"
"27.10","Lone Druid","126","126","dead","Dire only"
"27.10","Natures Prophet","115","118","dead","Dire only"
"27.10","Enigma","159","153","normal","Dire only"
"27.15","Dazzle","159","155","normal","Dire only"
"27.15","Lone Druid","126","126","dead","Dire only"
"27.15","Natures Prophet","115","118","dead","Dire only"
"27.15","Enigma","163","154","normal","Dire only"
"27.20","Lone Druid","126","126","dead","Dire only"
"27.20","Natures Prophet","115","118","dead","Dire only"
"27.20","Ember Spirit","161","153","normal","Dire only"
"27.25","Lone Druid","179","176","normal","Dire only"
"27.30","Lone Druid","178","167","normal","Dire only"
"27.35","Natures Prophet","115","118","dead","Dire only"
"27.36","Natures Prophet","115","118","dead","Dire only"
"27.40","Natures Prophet","179","176","normal","Dire only"
"27.44","Natures Prophet","179","176","on hero kill","Dire only"
"27.45","Natures Prophet","179","176","normal","Dire only"
"27.50","Natures Prophet","163","147","normal","Dire only"
"27.50","Ember Spirit","165","159","dead","Dire only"
"27.55","Natures Prophet","161","153","normal","Dire only"
"27.85","Lone Druid","175","166","normal","Dire only"
"27.85","Natures Prophet","182","177","normal","Dire only"
"27.85","Enigma","176","163","normal","Dire only"
"27.85","Ember Spirit","165","159","dead","Dire only"
"27.90","Dazzle","182","176","normal","Dire only"
"27.90","Lone Druid","179","173","normal","Dire only"
"27.90","Natures Prophet","180","176","normal","Dire only"
"27.90","Enigma","180","178","normal","Dire only"
"27.90","Ember Spirit","165","159","dead","Dire only"
"27.95","Dazzle","181","176","normal","Dire only"
"27.95","Lone Druid","183","176","normal","Dire only"
"27.95","Natures Prophet","94","159","normal","Dire only"
"27.95","Enigma","177","175","normal","Dire only"
"27.95","Ember Spirit","165","159","dead","Dire only"
"28.00","Dazzle","179","172","normal","Dire only"
"28.00","Lone Druid","183","176","normal","Dire only"
"28.00","Natures Prophet","94","157","normal","Dire only"
"28.00","Enigma","175","167","normal","Dire only"
"28.00","Ember Spirit","165","159","dead","Dire only"
"28.05","Dazzle","178","164","normal","Dire only"
"28.05","Lone Druid","183","176","normal","Dire only"
"28.05","Natures Prophet","97","160","normal","Dire only"
"28.05","Ember Spirit","165","159","dead","Dire only"
"28.10","Lone Druid","183","176","normal","Dire only"
"28.10","Natures Prophet","101","168","normal","Dire only"
"28.10","Ember Spirit","165","159","dead","Dire only"
"28.15","Lone Druid","158","144","normal","Dire only"
"28.15","Ember Spirit","165","159","dead","Dire only"
"28.20","Dazzle","173","152","normal","Dire only"
"28.20","Lone Druid","166","146","normal","Dire only"
"28.20","Enigma","173","150","normal","Dire only"
"28.20","Ember Spirit","165","159","dead","Dire only"
"28.25","Dazzle","174","147","normal","Dire only"
"28.25","Lone Druid","169","144","normal","Dire only"
"28.25","Enigma","174","145","normal","Dire only"
"28.25","Ember Spirit","165","159","dead","Dire only"
"28.30","Dazzle","175","139","normal","Dire only"
"28.30","Lone Druid","172","139","normal","Dire only"
"28.30","Enigma","174","135","normal","Dire only"
"28.30","Ember Spirit","165","159","dead","Dire only"
"28.35","Dazzle","171","130","normal","Dire only"
"28.35","Lone Druid","172","131","normal","Dire only"
"28.35","Enigma","169","129","normal","Dire only"
"28.35","Ember Spirit","181","177","normal","Dire only"
"28.40","Dazzle","168","126","normal","Dire only"
"28.40","Lone Druid","168","127","normal","Dire only"
"28.40","Enigma","168","122","normal","Dire only"
"28.40","Ember Spirit","181","177","normal","Dire only"
"28.45","Dazzle","165","124","normal","Dire only"
"28.45","Lone Druid","168","127","normal","Dire only"
"28.45","Enigma","159","124","normal","Dire only"
"28.45","Ember Spirit","161","145","normal","Dire only"
"28.50","Dazzle","162","124","normal","Dire only"
"28.50","Lone Druid","163","123","normal","Dire only"
"28.50","Enigma","158","133","normal","Dire only"
"28.50","Ember Spirit","153","141","normal","Dire only"
"28.55","Dazzle","157","132","normal","Dire only"
"28.55","Lone Druid","166","121","normal","Dire only"
"28.55","Natures Prophet","85","174","normal","Dire only"
"28.55","Enigma","164","132","normal","Dire only"
"28.55","Ember Spirit","156","137","normal","Dire only"
"28.60","Dazzle","153","140","normal","Dire only"
"28.60","Lone Druid","164","125","normal","Dire only"
"28.60","Natures Prophet","90","178","normal","Dire only"
"28.60","Enigma","174","132","normal","Dire only"
"28.60","Ember Spirit","156","145","normal","Dire only"
"28.65","Dazzle","159","145","normal","Dire only"
"28.65","Lone Druid","164","129","normal","Dire only"
"28.65","Natures Prophet","94","182","normal","Dire only"
"28.65","Ember Spirit","155","147","normal","Dire only"
"28.70","Dazzle","157","143","normal","Dire only"
"28.70","Lone Druid","156","136","normal","Dire only"
"28.70","Natures Prophet","92","184","normal","Dire only"
"28.70","Ember Spirit","153","146","normal","Dire only"
"28.75","Dazzle","156","144","normal","Dire only"
"28.75","Lone Druid","154","138","normal","Dire only"
"28.75","Natures Prophet","92","184","normal","Dire only"
"28.75","Ember Spirit","160","153","normal","Dire only"
"28.80","Dazzle","157","144","normal","Dire only"
"28.80","Lone Druid","147","144","normal","Dire only"
"28.80","Natures Prophet","87","186","normal","Dire only"
"28.80","Enigma","175","136","normal","Dire only"
"28.80","Ember Spirit","169","155","normal","Dire only"
"28.85","Dazzle","159","146","normal","Dire only"
"28.85","Natures Prophet","87","186","normal","Dire only"
"28.85","Enigma","174","139","normal","Dire only"
"28.85","Ember Spirit","170","155","normal","Dire only"
"28.90","Dazzle","159","153","normal","Dire only"
"28.90","Natures Prophet","87","186","normal","Dire only"
"28.90","Enigma","168","152","normal","Dire only"
"28.90","Ember Spirit","170","155","normal","Dire only"
"28.95","Natures Prophet","87","186","normal","Dire only"
"28.95","Enigma","166","154","normal","Dire only"
"29.00","Dazzle","158","150","normal","Dire only"
"29.00","Lone Druid","163","147","normal","Dire only"
"29.00","Natures Prophet","87","186","normal","Dire only"
"29.00","Enigma","171","150","normal","Dire only"
"29.00","Ember Spirit","158","152","normal","Dire only"
"29.05","Dazzle","161","143","normal","Dire only"
"29.05","Lone Druid","168","141","normal","Dire only"
"29.05","Natures Prophet","87","186","normal","Dire only"
"29.05","Enigma","165","152","normal","Dire only"
"29.10","Dazzle","160","148","normal","Dire only"
"29.10","Lone Druid","162","140","normal","Dire only"
"29.10","Natures Prophet","163","115","normal","Dire only"
"29.10","Enigma","159","152","normal","Dire only"
"29.15","Dazzle","166","145","normal","Dire only"
"29.15","Lone Druid","157","143","normal","Dire only"
"29.15","Natures Prophet","163","115","normal","Dire only"
"29.15","Enigma","158","154","normal","Dire only"
"29.20","Dazzle","163","146","normal","Dire only"
"29.20","Lone Druid","155","145","normal","Dire only"
"29.20","Natures Prophet","163","115","normal","Dire only"
"29.20","Enigma","157","150","normal","Dire only"
"29.20","Ember Spirit","162","153","normal","Dire only"
"29.25","Dazzle","157","143","normal","Dire only"
"29.25","Lone Druid","150","139","normal","Dire only"
"29.25","Natures Prophet","163","115","normal","Dire only"
"29.25","Enigma","156","148","normal","Dire only"
"29.25","Ember Spirit","170","150","normal","Dire only"
"29.30","Dazzle","150","138","normal","Dire only"
"29.30","Lone Druid","143","132","normal","Dire only"
"29.30","Natures Prophet","163","114","normal","Dire only"
"29.30","Enigma","157","140","normal","Dire only"
"29.30","Ember Spirit","174","143","normal","Dire only"
"29.35","Dazzle","144","133","normal","Dire only"
"29.35","Lone Druid","141","126","normal","Dire only"
"29.35","Natures Prophet","164","115","normal","Dire only"
"29.35","Enigma","157","138","normal","Dire only"
"29.35","Ember Spirit","173","140","normal","Dire only"
"29.40","Dazzle","143","125","normal","Dire only"
"29.40","Natures Prophet","163","115","normal","Dire only"
"29.40","Enigma","159","131","normal","Dire only"
"29.40","Ember Spirit","174","144","normal","Dire only"
"29.45","Dazzle","146","119","normal","Dire only"
"29.45","Natures Prophet","163","115","normal","Dire only"
"29.45","Enigma","165","128","normal","Dire only"
"29.45","Ember Spirit","172","153","normal","Dire only"
"29.50","Dazzle","152","120","normal","Dire only"
"29.50","Lone Druid","135","126","normal","Dire only"
"29.50","Enigma","171","123","normal","Dire only"
"29.50","Ember Spirit","172","154","normal","Dire only"
"29.55","Lone Druid","142","121","normal","Dire only"
"29.55","Enigma","174","119","normal","Dire only"
"29.55","Ember Spirit","166","155","normal","Dire only"
"29.60","Lone Druid","151","119","normal","Dire only"
"29.60","Enigma","173","126","normal","Dire only"
"29.60","Ember Spirit","158","158","normal","Dire only"
"29.65","Natures Prophet","168","127","normal","Dire only"
"29.65","Enigma","174","133","normal","Dire only"
"29.65","Ember Spirit","156","166","normal","Dire only"
"29.70","Enigma","172","140","normal","Dire only"
"29.70","Ember Spirit","154","169","normal","Dire only"
"29.75","Dazzle","167","127","normal","Dire only"
"29.75","Natures Prophet","176","119","normal","Dire only"
"29.75","Enigma","174","143","normal","Dire only"
"29.75","Ember Spirit","154","172","normal","Dire only"
"29.80","Dazzle","164","123","normal","Dire only"
"29.80","Enigma","176","160","normal","Dire only"
"29.80","Ember Spirit","154","172","normal","Dire only"
"29.85","Dazzle","166","119","normal","Dire only"
"29.85","Lone Druid","156","137","normal","Dire only"
"29.85","Enigma","178","168","normal","Dire only"
"29.85","Ember Spirit","154","172","normal","Dire only"
"29.90","Dazzle","171","122","normal","Dire only"
"29.90","Lone Druid","157","137","normal","Dire only"
"29.90","Enigma","180","175","normal","Dire only"
"29.90","Ember Spirit","153","172","normal","Dire only"
"29.94","Dazzle","169","124","on hero kill","Dire only"
"29.94","Lone Druid","160","132","on hero kill","Dire only"
"29.94","Enigma","180","174","on hero kill","Dire only"
"29.94","Ember Spirit","152","172","on hero kill","Dire only"
"29.95","Dazzle","167","124","normal","Dire only"
"29.95","Lone Druid","160","133","normal","Dire only"
"29.95","Enigma","179","172","normal","Dire only"
"29.95","Ember Spirit","149","172","normal","Dire only"
"30.00","Dazzle","159","126","normal","Dire only"
"30.00","Lone Druid","153","138","normal","Dire only"
"30.00","Enigma","175","167","normal","Dire only"
"30.05","Dazzle","156","133","normal","Dire only"
"30.05","Lone Druid","145","137","normal","Dire only"
"30.05","Enigma","169","170","normal","Dire only"
"30.10","Dazzle","151","139","normal","Dire only"
"30.10","Lone Druid","138","135","normal","Dire only"
"30.10","Enigma","161","169","normal","Dire only"
"30.10","Ember Spirit","138","173","normal","Dire only"
"30.15","Dazzle","144","140","normal","Dire only"
"30.15","Lone Druid","129","131","normal","Dire only"
"30.15","Enigma","159","162","normal","Dire only"
"30.15","Ember Spirit","147","173","normal","Dire only"
"30.20","Dazzle","137","145","normal","Dire only"
"30.20","Lone Druid","126","134","normal","Dire only"
"30.20","Enigma","154","167","normal","Dire only"
"30.20","Ember Spirit","170","174","normal","Dire only"
"30.25","Dazzle","131","149","normal","Dire only"
"30.25","Lone Druid","125","143","normal","Dire only"
"30.25","Natures Prophet","175","109","dead","Dire only"
"30.25","Enigma","147","170","normal","Dire only"
"30.25","Ember Spirit","179","177","normal","Dire only"
"30.30","Dazzle","129","157","normal","Dire only"
"30.30","Natures Prophet","175","109","dead","Dire only"
"30.30","Enigma","139","171","normal","Dire only"
"30.30","Ember Spirit","178","176","normal","Dire only"
"30.35","Dazzle","123","161","normal","Dire only"
"30.35","Lone Druid","121","159","normal","Dire only"
"30.35","Natures Prophet","175","109","dead","Dire only"
"30.35","Enigma","132","170","normal","Dire only"
"30.35","Ember Spirit","144","173","normal","Dire only"
"30.40","Dazzle","130","161","normal","Dire only"
"30.40","Lone Druid","128","164","normal","Dire only"
"30.40","Natures Prophet","175","109","dead","Dire only"
"30.40","Ember Spirit","144","167","normal","Dire only"
"30.45","Dazzle","134","162","normal","Dire only"
"30.45","Natures Prophet","175","109","dead","Dire only"
"30.45","Enigma","137","173","normal","Dire only"
"30.45","Ember Spirit","150","159","normal","Dire only"
"30.50","Dazzle","143","162","normal","Dire only"
"30.50","Lone Druid","132","170","normal","Dire only"
"30.50","Natures Prophet","175","109","dead","Dire only"
"30.50","Enigma","143","173","normal","Dire only"
"30.50","Ember Spirit","157","155","normal","Dire only"
"30.55","Dazzle","150","157","normal","Dire only"
"30.55","Lone Druid","129","172","normal","Dire only"
"30.55","Natures Prophet","175","109","dead","Dire only"
"30.55","Enigma","151","171","normal","Dire only"
"30.55","Ember Spirit","167","153","normal","Dire only"
"30.60","Dazzle","158","155","normal","Dire only"
"30.60","Lone Druid","120","174","normal","Dire only"
"30.60","Enigma","159","168","normal","Dire only"
"30.60","Ember Spirit","175","148","normal","Dire only"
"30.65","Dazzle","165","153","normal","Dire only"
"30.65","Lone Druid","111","174","normal","Dire only"
"30.65","Enigma","166","168","normal","Dire only"
"30.70","Dazzle","174","150","normal","Dire only"
"30.70","Enigma","173","169","normal","Dire only"
"30.75","Dazzle","172","151","normal","Dire only"
"30.75","Lone Druid","102","166","normal","Dire only"
"30.75","Natures Prophet","175","109","dead","Dire only"
"30.75","Enigma","171","163","normal","Dire only"
"30.75","Ember Spirit","175","146","normal","Dire only"
"30.80","Dazzle","172","151","normal","Dire only"
"30.80","Lone Druid","103","164","normal","Dire only"
"30.80","Natures Prophet","175","109","dead","Dire only"
"30.80","Enigma","168","160","normal","Dire only"
"30.80","Ember Spirit","177","148","normal","Dire only"
"30.85","Dazzle","172","151","normal","Dire only"
"30.85","Lone Druid","102","165","normal","Dire only"
"30.85","Natures Prophet","175","109","dead","Dire only"
"30.85","Enigma","170","158","normal","Dire only"
"30.90","Lone Druid","182","178","normal","Dire only"
"30.90","Natures Prophet","175","109","dead","Dire only"
"30.90","Enigma","168","158","normal","Dire only"
"30.95","Lone Druid","179","173","normal","Dire only"
"30.95","Natures Prophet","175","109","dead","Dire only"
"30.95","Enigma","174","160","normal","Dire only"
"30.98","Lone Druid","179","172","on hero kill","Dire only"
"30.98","Natures Prophet","175","109","dead","Dire only"
"30.98","Enigma","175","162","on hero kill","Dire only"
"31.00","Lone Druid","178","168","normal","Dire only"
"31.00","Natures Prophet","175","109","dead","Dire only"
"31.05","Natures Prophet","175","109","dead","Dire only"
"31.05","Enigma","171","162","normal","Dire only"
"31.05","Ember Spirit","175","168","normal","Dire only"
"31.10","Natures Prophet","180","175","normal","Dire only"
"31.10","Enigma","170","156","normal","Dire only"
"31.10","Ember Spirit","171","162","normal","Dire only"
"31.14","Natures Prophet","180","175","on hero kill","Dire only"
"31.15","Natures Prophet","180","175","normal","Dire only"
"31.35","Lone Druid","167","158","normal","Dire only"
"31.35","Enigma","171","163","normal","Dire only"
"31.40","Enigma","180","175","normal","Dire only"
"31.45","Enigma","181","177","normal","Dire only"
"31.50","Enigma","178","171","normal","Dire only"
"31.50","Enigma","177","170","on hero kill","Dire only"
"31.55","Enigma","173","164","normal","Dire only"
"31.60","Enigma","170","161","normal","Dire only"
"31.70","Dazzle","182","176","normal","Dire only"
"31.72","Dazzle","182","176","on hero kill","Dire only"
"-0.85","Dazzle","169","102","normal","Both sides"
"-0.80","Lone Druid","168","101","normal","Both sides"
"-0.80","Enigma","167","102","normal","Both sides"
"-0.80","Ember Spirit","168","101","normal","Both sides"
"-0.75","Puck","140","93","normal","Both sides"
"-0.65","Puck","128","92","normal","Both sides"
"-0.60","Puck","124","89","normal","Both sides"
"-0.55","Puck","120","84","normal","Both sides"
"-0.25","Puck","132","88","normal","Both sides"
"-0.25","Lone Druid","148","111","normal","Both sides"
"-0.15","Lone Druid","150","117","normal","Both sides"
"-0.05","Lone Druid","151","109","normal","Both sides"
"0.00","Dazzle","112","141","normal","Both sides"
"0.00","Lone Druid","151","109","normal","Both sides"
"0.05","Dazzle","108","145","normal","Both sides"
"0.40","Morphling","121","124","normal","Both sides"
"0.40","Dazzle","115","136","normal","Both sides"
"0.45","Morphling","125","125","normal","Both sides"
"0.45","Io","120","125","normal","Both sides"
"0.50","Morphling","124","125","normal","Both sides"
"0.50","Io","122","125","normal","Both sides"
"0.50","Ember Spirit","127","127","normal","Both sides"
"0.55","Puck","171","90","normal","Both sides"
"0.55","Lycan","78","155","normal","Both sides"
"0.55","Morphling","122","123","normal","Both sides"
"0.55","Dazzle","126","127","normal","Both sides"
"0.55","Lone Druid","175","99","normal","Both sides"
"0.55","Natures Prophet","82","166","normal","Both sides"
"0.55","Ember Spirit","127","125","normal","Both sides"
"0.60","Puck","173","93","normal","Both sides"
"0.60","Keeper of the Light","81","156","normal","Both sides"
"0.60","Lycan","78","161","normal","Both sides"
"0.60","Morphling","122","122","normal","Both sides"
"0.60","Io","121","124","normal","Both sides"
"0.60","Dazzle","123","128","normal","Both sides"
"0.60","Lone Druid","177","97","normal","Both sides"
"0.60","Natures Prophet","78","165","normal","Both sides"
"0.60","Ember Spirit","125","125","normal","Both sides"
"0.65","Puck","171","89","normal","Both sides"
"0.65","Keeper of the Light","80","158","normal","Both sides"
"0.65","Lycan","80","161","normal","Both sides"
"0.65","Morphling","122","120","normal","Both sides"
"0.65","Io","118","123","normal","Both sides"
"0.65","Dazzle","124","128","normal","Both sides"
"0.65","Lone Druid","177","96","normal","Both sides"
"0.65","Natures Prophet","83","166","normal","Both sides"
"0.65","Ember Spirit","126","129","normal","Both sides"
"0.70","Puck","168","92","normal","Both sides"
"0.70","Keeper of the Light","80","156","normal","Both sides"
"0.70","Lycan","80","161","normal","Both sides"
"0.70","Morphling","122","123","normal","Both sides"
"0.70","Io","119","120","normal","Both sides"
"0.70","Dazzle","125","129","normal","Both sides"
"0.70","Lone Druid","175","91","normal","Both sides"
"0.70","Natures Prophet","82","165","normal","Both sides"
"0.70","Ember Spirit","125","127","normal","Both sides"
"0.75","Puck","165","89","normal","Both sides"
"0.75","Keeper of the Light","80","157","normal","Both sides"
"0.75","Lycan","78","160","normal","Both sides"
"0.75","Morphling","121","122","normal","Both sides"
"0.75","Io","121","120","normal","Both sides"
"0.75","Dazzle","125","129","normal","Both sides"
"0.75","Lone Druid","168","92","normal","Both sides"
"0.75","Natures Prophet","81","164","normal","Both sides"
"0.75","Ember Spirit","125","127","normal","Both sides"
"0.80","Puck","171","89","normal","Both sides"
"0.80","Keeper of the Light","79","158","normal","Both sides"
"0.80","Lycan","80","161","normal","Both sides"
"0.80","Dazzle","123","128","normal","Both sides"
"0.80","Lone Druid","171","92","normal","Both sides"
"0.80","Natures Prophet","81","165","normal","Both sides"
"0.80","Ember Spirit","125","127","normal","Both sides"
"0.85","Puck","169","87","normal","Both sides"
"0.85","Keeper of the Light","81","161","normal","Both sides"
"0.85","Lycan","80","163","normal","Both sides"
"0.85","Morphling","121","123","normal","Both sides"
"0.85","Dazzle","125","129","normal","Both sides"
"0.85","Lone Druid","175","92","normal","Both sides"
"0.85","Ember Spirit","124","127","normal","Both sides"
"0.90","Puck","171","88","normal","Both sides"
"0.90","Keeper of the Light","81","166","normal","Both sides"
"0.90","Lycan","83","168","normal","Both sides"
"0.90","Morphling","121","124","normal","Both sides"
"0.90","Dazzle","125","128","normal","Both sides"
"0.90","Lone Druid","176","96","normal","Both sides"
"0.90","Natures Prophet","90","170","normal","Both sides"
"0.90","Ember Spirit","124","127","normal","Both sides"
"0.95","Puck","170","91","normal","Both sides"
"0.95","Keeper of the Light","85","164","normal","Both sides"
"0.95","Lycan","82","168","normal","Both sides"
"0.95","Morphling","122","124","normal","Both sides"
"0.95","Dazzle","125","128","normal","Both sides"
"0.95","Lone Druid","175","95","normal","Both sides"
"0.95","Natures Prophet","88","172","normal","Both sides"
"0.95","Ember Spirit","121","128","normal","Both sides"
"1.00","Puck","168","90","normal","Both sides"
"1.00","Keeper of the Light","83","167","normal","Both sides"
"1.00","Lycan","83","169","normal","Both sides"
"1.00","Dazzle","124","126","normal","Both sides"
"1.00","Lone Druid","173","94","normal","Both sides"
"1.00","Natures Prophet","88","172","normal","Both sides"
"1.00","Ember Spirit","123","126","normal","Both sides"
"1.05","Puck","171","90","normal","Both sides"
"1.05","Keeper of the Light","85","166","normal","Both sides"
"1.05","Lycan","85","168","normal","Both sides"
"1.05","Morphling","114","118","normal","Both sides"
"1.05","Io","118","118","normal","Both sides"
"1.05","Dazzle","121","122","normal","Both sides"
"1.05","Lone Druid","172","95","normal","Both sides"
"1.05","Natures Prophet","87","171","normal","Both sides"
"1.05","Ember Spirit","120","124","normal","Both sides"
"1.10","Puck","173","92","normal","Both sides"
"1.10","Lycan","83","168","normal","Both sides"
"1.10","Morphling","113","115","normal","Both sides"
"1.10","Io","113","114","normal","Both sides"
"1.10","Dazzle","118","122","normal","Both sides"
"1.10","Lone Druid","174","97","normal","Both sides"
"1.10","Natures Prophet","86","173","normal","Both sides"
